survey_type,province,city,county,gender,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,target
1,17,48,80,2,1,1,1,9,30000,1,89.0,163,137,5,5,4,1,4,4,2,4,5,1,3.0,12.0,1.0,2.0,80000.0,3,2,1,1,3,2,1,3,3,30,1
1,24,72,112,2,1,0,6,4,27600,1,280.0,152,84,3,4,5,4,4,4,2,5,5,5,,,,,-2.0,1,3,2,2,7,2,1,4,2,72,1
1,1,1,7,2,1,-8,1,10,40000,1,40.0,162,84,4,4,4,2,3,5,3,4,5,1,4.0,1.0,1.0,3.0,40000.0,1,3,0,2,1,2,2,4,2,28,1
1,27,77,117,1,1,0,1,7,50000,1,80.0,174,160,2,3,3,2,2,3,3,2,5,1,3.0,8.0,1.0,4.0,70000.0,2,3,2,1,3,2,2,4,3,46,1
1,21,63,99,1,1,0,7,4,25000,1,200.0,160,130,3,4,4,4,2,5,5,2,4,5,,,,,45000.0,1,3,1,2,3,3,1,4,3,65,1
2,6,15,31,2,1,1,1,4,36000,1,300.0,160,100,3,3,3,1,3,3,3,2,4,1,3.0,10.0,1.0,3.0,80000.0,5,3,1,2,3,2,1,4,3,29,0
1,2,5,12,1,1,1,1,6,0,2,280.0,175,106,5,4,3,2,3,4,4,2,1,6,,,,,24000.0,2,3,1,2,1,3,3,2,-8,18,1
1,18,53,87,2,1,1,1,7,15000,-8,50.0,162,180,5,4,5,1,1,4,1,3,4,1,2.0,-2.0,-8.0,4.0,20000.0,2,2,1,2,3,3,1,4,-8,29,1
2,10,28,51,2,1,1,1,6,-1,1,65.0,170,110,4,3,4,1,2,3,1,2,4,4,,,,,5000.0,2,2,1,2,3,3,3,4,2,71,1
1,15,42,73,1,1,1,1,6,50000,4,90.0,179,140,5,4,4,1,3,3,3,4,5,5,,,,,50000.0,2,4,1,2,3,1,2,4,2,72,1
2,2,2,9,1,8,1,1,3,10000,1,300.0,170,120,4,4,5,1,4,4,3,4,6,3,,,,,50000.0,5,3,1,2,3,2,1,4,2,46,1
1,28,81,121,1,1,1,1,3,10000,1,30.0,167,140,3,3,3,1,2,3,1,3,3,5,,,,,25000.0,4,2,0,2,3,3,2,3,3,43,1
1,10,27,50,1,1,1,3,4,80000,1,400.0,165,126,3,4,4,1,2,4,2,3,5,1,5.0,25.0,1.0,4.0,80000.0,2,3,1,2,3,2,2,4,2,48,1
1,1,1,4,1,1,1,1,10,96000,4,79.1,175,143,4,4,5,2,3,3,3,4,6,1,6.0,30.0,1.0,2.0,168000.0,3,3,-3,2,3,2,2,4,2,52,1
2,13,36,66,1,8,1,1,3,600,1,200.0,162,100,3,3,3,1,2,2,1,-8,3,3,,,,,5000.0,5,2,1,2,3,3,2,-8,3,67,1
1,19,57,91,1,1,1,1,11,100000,1,40.0,170,135,2,5,1,5,1,2,2,2,6,1,1.0,10.0,1.0,1.0,-3.0,2,2,4,1,3,3,3,2,3,28,0
1,4,7,15,1,1,1,2,4,80000,1,8.0,165,140,5,5,5,1,3,1,3,4,5,1,5.0,14.0,1.0,3.0,80000.0,2,3,1,2,3,2,1,3,2,34,1
1,21,64,102,1,1,1,1,4,25000,1,130.0,173,126,4,2,2,1,2,5,1,2,3,2,,,,,25000.0,3,2,1,2,3,3,3,4,3,50,0
1,24,70,110,2,1,1,4,4,9000,1,101.0,164,130,4,4,3,2,3,4,2,3,4,5,,,,,100000.0,1,3,1,2,3,2,2,4,2,51,1
2,24,71,111,1,1,1,1,4,48000,1,150.0,170,125,5,5,5,1,4,2,1,3,5,1,5.0,28.0,1.0,3.0,80000.0,3,2,2,2,3,3,2,4,2,45,0
2,22,66,105,1,1,1,1,4,-3,1,200.0,175,152,3,3,3,1,1,2,1,1,5,1,2.0,16.0,2.0,1.0,-3.0,4,2,1,2,3,2,2,3,2,34,1
2,17,48,81,2,1,1,1,11,20000,1,200.0,163,150,3,5,4,1,3,3,3,3,4,1,3.0,21.0,1.0,3.0,50000.0,5,3,1,2,3,2,2,3,3,45,1
1,4,7,22,2,1,1,1,7,40000,2,95.0,160,158,4,4,4,1,4,2,2,4,4,1,3.0,8.0,1.0,3.0,40000.0,3,3,1,1,3,3,2,5,2,26,1
1,21,61,97,2,1,1,1,1,8000,1,400.0,150,120,4,4,5,5,4,3,1,4,5,3,,,,,106000.0,11,3,2,2,3,2,2,4,2,57,1
2,23,68,108,1,1,1,4,1,12000,1,25.0,165,110,1,3,4,1,2,2,2,2,1,3,,,,,25000.0,4,1,1,2,3,3,2,3,3,40,1
1,27,79,119,2,1,1,1,4,0,1,53.0,160,108,5,5,5,2,5,4,1,2,3,5,,,,,30000.0,3,2,1,2,6,2,2,4,3,50,0
2,26,76,116,2,1,1,1,5,70000,1,190.0,155,109,3,4,5,1,3,3,3,4,5,1,2.0,5.0,1.0,4.0,30000.0,2,3,1,1,3,2,1,3,2,30,0
1,31,89,134,2,1,1,1,6,18000,1,62.0,154,121,2,2,2,2,4,3,1,4,5,1,3.0,27.0,1.0,3.0,18000.0,1,3,0,2,7,2,2,4,2,55,1
1,21,64,100,1,1,1,1,4,40000,1,35.0,170,60,4,4,4,2,4,4,2,3,5,1,3.0,38.0,1.0,3.0,400000.0,1,2,1,2,4,2,2,4,2,58,1
2,9,23,45,1,1,1,1,3,20000,1,150.0,178,130,4,4,4,1,4,4,1,4,4,1,5.0,1.0,1.0,3.0,30000.0,3,3,1,2,3,2,1,4,2,69,1
1,12,32,55,1,1,1,1,12,200000,1,140.0,175,120,4,5,5,5,2,5,1,2,6,1,3.0,22.0,1.0,2.0,300000.0,3,3,1,2,3,2,2,4,2,46,1
1,27,78,118,2,1,1,1,4,24000,1,42.0,157,130,3,3,4,2,3,4,1,4,6,5,,,,,40000.0,2,3,1,2,3,2,1,3,2,62,1
1,19,57,91,2,1,1,1,7,30000,1,80.0,163,110,4,4,4,5,3,4,2,2,6,5,,,,,65000.0,3,3,1,2,3,2,2,2,2,66,1
2,10,24,46,1,1,1,1,1,4000,1,120.0,165,110,2,1,3,1,2,3,1,4,6,3,,,,,4000.0,1,1,1,2,3,3,1,4,2,55,1
2,17,48,80,1,1,1,1,7,10000,4,150.0,175,160,5,4,4,1,3,4,2,4,3,1,3.0,12.0,1.0,3.0,10000.0,4,3,1,2,3,2,2,3,2,38,1
1,21,63,99,2,1,1,1,3,-1,1,65.0,156,105,3,5,4,4,2,5,1,5,5,5,,,,,50000.0,2,2,1,2,3,3,2,4,3,49,1
1,29,82,125,2,1,1,1,3,13000,1,20.0,150,110,4,4,3,2,2,2,2,3,3,1,3.0,5.0,1.0,3.0,20000.0,3,2,0,2,3,3,2,4,3,58,0
2,2,3,10,1,1,1,3,3,50000,1,140.0,172,128,4,3,3,1,3,2,1,3,4,2,,,,,80000.0,3,3,1,1,1,2,1,3,2,38,1
1,26,74,114,1,8,1,1,9,50000,4,99.0,171,136,4,4,4,4,2,4,4,4,5,1,3.0,23.0,1.0,3.0,100000.0,3,3,1,2,3,2,2,4,2,44,1
2,24,72,112,2,1,1,1,1,1000,1,26.0,160,100,1,2,2,1,1,4,1,2,3,6,,,,,-1.0,1,2,1,2,3,3,2,-8,3,67,0
1,1,1,8,2,1,1,1,6,24000,1,45.0,155,120,4,4,4,2,3,3,3,4,5,1,3.0,34.0,1.0,3.0,75600.0,2,3,1,2,3,2,1,3,-8,56,1
1,27,78,118,2,1,1,1,7,0,1,150.0,155,120,4,5,4,2,3,4,2,4,5,5,,,,,0.0,1,3,0,2,1,2,2,4,2,26,1
2,29,83,126,2,1,1,1,4,0,1,180.0,153,140,5,5,5,1,5,3,2,2,5,6,,,,,45000.0,2,3,1,2,3,2,1,4,2,40,1
1,10,27,49,1,1,1,1,7,40000,1,72.0,170,136,4,4,4,2,3,4,1,4,5,5,,,,,70000.0,2,3,1,2,3,2,2,4,2,66,1
2,21,64,101,2,1,1,1,3,5000,1,80.0,158,120,3,3,4,1,5,4,1,3,5,4,,,,,40000.0,4,3,1,2,3,2,2,4,2,65,1
2,9,22,44,2,1,1,1,4,-1,1,150.0,160,104,5,5,3,1,2,2,1,4,2,5,,,,,-2.0,3,2,1,2,3,2,1,4,3,33,0
1,21,62,98,2,1,1,1,3,30000,1,14.0,150,94,3,4,4,1,3,3,1,4,3,1,1.0,10.0,1.0,-8.0,50000.0,3,2,1,2,3,3,2,3,2,36,1
1,10,27,49,2,1,1,1,6,24000,1,145.0,160,106,4,4,4,2,4,4,2,4,5,1,3.0,28.0,1.0,3.0,62000.0,3,3,1,1,3,2,2,4,3,47,1
1,1,1,4,1,1,1,1,7,0,1,64.6,175,120,5,5,5,2,3,3,3,3,3,1,6.0,0.0,1.0,3.0,-2.0,3,2,1,2,1,3,2,3,3,18,0
1,29,82,125,2,1,1,1,1,0,1,130.0,160,126,2,1,3,1,5,4,1,3,4,5,,,,,30000.0,3,2,1,2,3,3,2,4,2,60,0
1,15,42,73,1,1,1,1,4,50000,4,150.0,168,140,5,5,4,2,2,4,2,4,5,1,3.0,23.0,1.0,3.0,50000.0,1,4,3,1,3,1,3,4,2,65,1
2,18,52,85,2,1,1,1,1,0,1,100.0,160,120,2,2,4,1,2,4,1,2,6,4,,,,,30000.0,4,3,1,2,7,2,1,4,2,72,1
1,4,7,17,1,1,1,1,9,60000,2,55.0,165,176,4,5,5,2,3,4,4,4,4,1,3.0,32.0,1.0,2.0,132000.0,3,2,1,2,3,2,2,4,2,52,1
1,6,17,33,2,1,1,1,1,20000,1,120.0,155,90,4,4,4,1,3,3,1,4,4,4,,,,,20000.0,1,3,1,2,7,2,2,4,2,81,1
1,11,29,52,2,1,1,1,4,20000,1,15.0,156,118,5,5,5,1,1,1,1,4,5,1,3.0,5.0,1.0,3.0,24000.0,2,1,1,2,3,3,2,2,2,66,1
1,12,33,62,2,1,1,1,1,0,1,80.0,155,105,2,2,2,1,2,4,1,4,5,4,,,,,0.0,1,3,1,2,7,2,2,3,-8,82,0
2,27,77,117,1,1,1,1,4,20000,1,200.0,165,110,4,4,4,1,5,4,1,2,5,3,,,,,50000.0,6,3,1,1,3,2,3,4,3,62,1
2,22,66,106,1,1,1,1,3,10000,1,200.0,145,110,5,4,4,1,3,3,1,4,5,3,,,,,20000.0,4,3,1,2,3,2,2,4,2,66,1
1,16,46,78,2,1,1,1,1,800,1,80.0,153,92,3,3,2,1,1,4,1,3,1,4,,,,,1800.0,2,1,1,2,7,3,3,-8,4,93,0
1,27,79,119,1,1,0,1,3,12600,1,53.4,163,110,5,5,4,1,2,4,2,4,6,1,3.0,9.0,1.0,3.0,12600.0,1,3,3,2,3,1,1,4,1,67,1
1,13,37,68,2,1,1,1,4,0,1,90.0,156,102,4,5,4,1,2,3,4,4,5,5,,,,,45000.0,7,3,1,2,3,2,2,4,-8,37,1
1,19,56,90,1,1,1,1,4,40000,1,95.0,175,150,2,3,2,1,4,2,1,2,6,1,2.0,34.0,1.0,4.0,60000.0,2,3,2,1,3,2,2,2,2,52,1
1,6,13,29,1,1,1,1,1,10000,1,77.0,170,120,3,3,3,1,1,2,1,3,4,5,,,,,30000.0,2,2,1,2,3,2,1,4,2,62,1
1,11,29,52,2,1,1,1,12,400000,4,100.0,160,100,4,3,5,5,3,3,4,4,3,1,3.0,7.0,1.0,3.0,100000.0,3,3,1,1,3,2,2,4,2,29,1
1,31,87,132,2,1,1,1,4,19200,1,12.0,147,85,3,3,5,2,2,4,1,4,1,5,,,,,30000.0,2,2,1,2,3,3,2,4,3,65,1
2,3,6,13,2,1,1,1,3,0,1,176.0,168,130,5,4,4,1,4,3,1,5,3,4,,,,,30000.0,3,3,1,2,3,2,2,4,3,50,1
1,19,57,91,1,1,0,3,3,40000,1,40.0,165,100,3,3,3,5,1,4,4,4,5,5,,,,,70000.0,2,3,1,2,3,3,2,4,2,84,1
2,31,88,133,2,1,1,1,3,0,1,60.0,155,96,3,2,4,1,4,5,1,4,7,4,,,,,20000.0,2,3,1,2,4,2,1,4,-8,60,1
2,6,13,29,1,1,1,1,3,6000,1,67.0,160,102,3,4,4,1,2,2,1,4,3,3,,,,,10000.0,2,2,1,2,3,2,2,4,2,64,1
1,31,86,129,2,1,1,1,4,12000,1,78.0,152,110,3,5,4,2,3,4,1,3,5,1,5.0,21.0,1.0,3.0,30000.0,3,2,1,2,3,2,2,4,3,40,1
1,31,88,133,2,1,1,1,8,1500,1,150.0,167,114,5,4,4,2,3,2,4,3,3,1,3.0,1.0,1.0,2.0,150000.0,3,3,2,1,1,2,1,2,3,19,1
1,6,14,30,2,1,1,2,1,6000,1,90.0,160,110,4,4,3,1,3,2,2,4,2,4,,,,,20000.0,2,2,1,2,3,2,2,3,2,48,1
1,10,25,47,2,1,1,1,4,0,1,118.0,165,126,5,4,4,1,3,3,2,3,5,4,,,,,10000.0,4,2,1,2,3,2,2,3,3,36,1
1,4,7,17,2,1,1,1,9,50000,1,90.0,160,110,3,5,5,2,3,3,4,4,3,1,3.0,20.0,1.0,2.0,100000.0,3,3,1,2,3,2,2,5,2,45,1
2,31,87,130,1,1,1,1,1,40000,1,90.0,165,130,4,4,4,1,2,4,1,4,4,4,,,,,60000.0,4,4,1,2,3,2,2,3,2,52,1
2,10,26,48,1,1,1,1,9,12000,1,160.0,173,140,4,4,4,1,3,2,2,4,5,1,3.0,1.0,2.0,3.0,12000.0,5,2,1,2,3,3,1,4,3,27,1
1,31,87,130,1,1,1,1,4,18000,1,18.0,172,160,4,5,1,2,3,4,1,4,1,1,3.0,29.0,1.0,3.0,18000.0,2,1,0,2,6,3,2,4,3,47,0
2,21,62,98,1,8,1,1,3,10000,1,21.0,160,100,2,3,3,1,2,2,1,4,1,3,,,,,10000.0,3,1,1,2,3,3,1,3,-8,50,0
1,31,87,132,2,1,1,1,11,0,1,57.0,166,120,4,5,5,2,2,3,4,4,5,5,,,,,40000.0,3,3,2,1,3,3,2,4,3,39,0
2,6,14,30,1,1,1,1,4,30000,1,160.0,165,154,4,4,4,1,4,4,2,4,6,1,2.0,19.0,1.0,4.0,35000.0,2,3,1,2,3,3,2,3,2,43,1
2,18,55,89,1,1,1,1,4,5000,4,100.0,170,130,4,4,4,1,3,3,1,3,5,3,,,,,10000.0,4,3,1,2,3,2,2,4,2,65,1
2,22,66,106,2,1,1,1,3,0,1,420.0,150,130,4,4,4,1,2,2,2,4,5,4,,,,,200000.0,5,3,2,2,3,2,2,4,2,35,1
1,10,27,49,2,1,1,1,4,0,1,60.0,163,92,2,2,2,1,2,2,2,2,2,6,,,,,24000.0,2,1,1,2,6,3,2,3,-8,42,0
1,24,70,110,2,1,0,4,4,20000,1,46.0,155,128,4,5,5,4,4,5,2,2,4,5,,,,,70000.0,2,2,1,2,3,2,1,3,2,51,1
1,12,32,61,2,1,1,1,3,36000,1,100.0,152,85,2,-8,2,5,2,3,1,4,5,5,,,,,36000.0,1,3,1,2,3,2,1,3,3,90,1
2,15,41,72,1,1,1,1,4,30000,1,100.0,173,118,4,4,4,1,2,2,1,3,7,2,,,,,40000.0,4,2,1,2,3,3,1,4,3,29,1
1,16,44,75,2,1,1,1,1,20000,1,80.0,156,120,4,3,3,1,2,3,2,4,5,6,,,,,36000.0,3,1,0,2,3,2,2,4,-8,40,0
2,11,30,53,1,1,1,1,4,20000,1,200.0,170,130,4,5,5,1,3,3,2,3,4,1,3.0,27.0,1.0,3.0,20000.0,3,3,1,2,3,2,1,5,2,42,1
1,17,48,80,2,1,0,1,6,20000,1,80.0,156,140,4,3,3,1,1,3,1,4,5,5,,,,,-2.0,5,3,2,1,3,2,2,3,-8,59,1
1,21,62,98,2,8,1,1,1,7500,1,35.0,156,155,2,2,2,1,3,3,1,2,2,1,2.0,1.0,1.0,4.0,7500.0,3,1,1,2,3,3,3,4,3,51,0
2,29,84,127,2,1,1,1,6,10000,1,100.0,165,110,4,3,3,1,2,4,3,4,5,1,2.0,21.0,2.0,4.0,45000.0,3,3,1,1,3,2,1,4,2,41,1
2,31,87,131,2,1,1,1,1,0,1,80.0,157,110,3,2,3,1,3,5,1,2,1,3,,,,,2000.0,1,1,1,2,3,3,3,4,3,63,0
2,6,14,30,2,1,1,1,1,1000,1,200.0,165,120,4,4,4,1,2,2,1,4,6,4,,,,,10000.0,2,2,1,2,3,2,1,5,2,46,1
2,31,89,134,2,1,0,1,1,2000,1,60.0,160,120,2,2,2,1,2,2,2,4,3,3,,,,,4000.0,2,2,1,2,3,3,2,5,2,60,0
1,13,36,67,2,1,1,1,6,20000,1,80.0,168,130,4,4,4,2,4,4,1,4,5,5,,,,,50000.0,4,2,1,2,6,3,2,-8,2,52,1
1,31,87,131,1,1,1,1,3,30000,1,30.0,166,120,5,5,5,1,4,3,1,1,6,1,5.0,15.0,1.0,3.0,40000.0,3,2,1,2,3,2,1,4,4,45,1
2,29,82,124,1,1,1,1,1,50000,1,100.0,162,110,1,2,4,1,3,2,1,4,5,3,,,,,50000.0,2,3,1,2,3,2,1,5,2,77,1
1,3,6,13,2,1,1,1,4,0,2,113.0,158,140,5,5,5,1,5,5,2,4,6,5,,,,,100000.0,3,3,3,1,3,2,1,4,2,25,1
1,2,5,12,1,1,1,1,4,20000,1,60.0,163,98,4,5,5,2,3,3,1,2,4,1,3.0,20.0,1.0,3.0,20000.0,1,3,1,2,7,3,2,4,2,43,0
1,31,88,133,1,1,1,1,10,20000,2,70.0,175,175,5,5,5,1,2,2,4,2,1,1,4.0,1.0,1.0,2.0,100000.0,2,3,1,2,1,3,1,3,2,22,1
2,27,80,120,2,1,1,1,4,24000,1,157.0,165,135,5,4,4,1,4,4,2,2,5,1,3.0,8.0,1.0,3.0,50000.0,5,3,1,2,3,3,2,4,2,43,1
2,2,4,11,1,1,1,1,4,10000,1,160.0,165,100,2,1,4,1,2,2,2,5,5,3,,,,,10000.0,7,2,1,2,3,2,1,3,2,51,1
2,21,64,101,2,1,1,1,4,6000,1,220.0,155,90,2,3,3,1,2,4,1,2,5,3,,,,,15000.0,3,1,1,1,3,3,2,4,3,62,0
1,31,87,130,1,1,1,1,4,24000,4,58.0,160,120,5,4,5,2,3,5,1,5,5,5,,,,,24000.0,1,2,1,2,7,2,1,4,-8,77,1
1,7,18,34,1,1,1,1,3,30000,1,60.0,175,140,3,3,4,5,3,2,2,2,3,1,2.0,34.0,1.0,3.0,30000.0,1,2,1,2,7,3,2,3,3,54,0
1,1,1,1,2,1,1,1,9,100000,1,94.0,160,110,4,4,4,2,2,3,3,2,6,1,3.0,30.0,1.0,2.0,200000.0,2,3,1,1,3,2,1,3,2,49,1
2,2,4,11,1,1,1,1,3,2000,1,120.0,160,110,5,5,5,1,2,4,1,4,5,2,,,,,25000.0,2,3,1,2,3,2,1,4,2,66,1
1,1,1,2,1,1,1,1,7,37200,1,20.0,163,130,3,5,5,2,1,5,1,3,3,5,,,,,73200.0,2,2,1,2,6,3,2,3,3,65,0
1,19,59,95,2,1,1,1,10,0,4,90.0,162,104,4,5,4,5,4,4,4,4,7,5,,,,,200000.0,3,4,1,2,3,3,2,4,2,33,1
2,9,21,43,2,1,-8,1,1,20000,1,100.0,162,100,4,3,3,1,3,3,1,3,4,3,,,,,40000.0,2,3,1,2,3,2,1,3,2,62,1
1,16,47,79,2,1,1,1,1,1000,1,400.0,160,108,3,3,3,1,3,4,1,3,4,4,,,,,80000.0,4,3,1,2,7,3,2,3,-8,70,1
2,28,81,123,1,1,1,1,1,960,-8,72.0,155,140,2,3,3,1,2,3,2,3,1,4,,,,,6000.0,6,1,1,2,3,3,1,3,3,62,0
2,15,43,74,2,1,1,1,4,26000,1,240.0,153,120,4,4,4,1,3,3,2,2,4,1,3.0,20.0,1.0,3.0,50000.0,4,3,1,2,3,2,1,4,2,40,1
2,6,16,32,1,1,1,1,1,10000,1,80.0,166,120,4,4,4,4,3,3,3,4,3,4,,,,,20000.0,3,3,1,2,3,2,2,4,2,71,1
2,31,88,133,1,1,1,1,5,4000,1,93.0,165,136,2,2,3,1,4,4,1,1,1,3,,,,,10000.0,7,2,1,2,1,2,2,4,3,42,0
2,28,81,121,1,1,1,1,3,20000,1,180.0,160,120,2,5,5,1,4,3,1,2,5,1,5.0,-2.0,2.0,3.0,30000.0,5,3,1,1,3,2,1,3,2,59,0
1,13,37,68,2,6,1,1,3,26400,1,7.0,148,110,2,2,2,2,4,4,1,4,3,1,5.0,50.0,2.0,4.0,38400.0,2,2,0,2,3,3,2,4,3,63,0
2,31,89,134,1,1,1,1,3,8000,1,50.0,171,120,2,2,3,1,3,4,2,2,1,3,,,,,8000.0,1,1,1,2,3,3,2,4,3,64,0
1,15,41,72,2,1,1,1,9,35000,1,108.0,160,120,5,5,5,2,1,3,3,4,5,1,3.0,7.0,1.0,3.0,80000.0,3,3,1,1,3,2,1,3,3,39,1
2,10,24,46,2,4,0,8,4,10000,1,100.0,168,100,4,4,5,1,4,3,2,3,7,3,,,,,30000.0,3,3,1,1,3,2,1,3,2,32,1
1,16,44,75,1,1,1,1,10,1000000,1,137.0,174,130,3,5,3,5,1,2,1,4,5,1,2.0,6.0,-8.0,2.0,1000000.0,2,5,3,1,3,1,2,4,2,26,1
1,19,57,91,1,1,1,1,12,700000,4,100.0,176,130,3,3,4,5,3,3,3,4,8,5,,,,,120000.0,2,3,1,2,3,2,2,4,2,78,1
1,11,31,54,1,1,1,1,6,20000,1,120.0,176,150,4,5,5,1,1,3,3,4,2,1,3.0,18.0,1.0,3.0,40000.0,3,2,1,2,3,2,1,4,3,54,1
2,5,9,25,2,1,1,1,3,2500,1,50.0,172,83,2,3,3,1,2,2,1,4,5,3,,,,,5000.0,2,2,1,2,3,3,2,3,3,66,1
2,9,23,45,1,1,1,1,4,10000,1,500.0,170,110,4,2,4,1,4,2,1,2,1,1,3.0,35.0,2.0,3.0,20000.0,2,2,2,2,3,2,3,3,2,52,1
2,2,2,9,1,8,1,1,4,30000,1,320.0,175,130,4,4,4,1,4,4,3,4,5,1,,,,,72000.0,2,3,1,2,3,2,1,4,2,48,1
1,21,64,101,2,1,1,1,4,40000,1,240.0,160,110,4,5,3,4,3,4,3,4,4,1,3.0,25.0,1.0,3.0,80000.0,2,3,1,2,3,2,1,4,3,46,1
2,18,52,86,2,1,1,1,1,-2,1,40.0,160,126,2,2,3,1,4,3,3,-8,4,6,,,,,-2.0,2,2,1,2,3,3,1,3,3,62,1
1,8,19,41,1,4,0,8,3,20000,1,87.0,171,140,1,2,2,5,5,2,1,5,1,5,,,,,20000.0,8,1,1,2,3,3,2,3,4,51,0
2,11,30,53,1,1,1,1,4,27000,1,120.0,172,140,5,4,5,1,4,4,1,2,3,2,,,,,30000.0,3,2,1,2,3,3,1,4,2,54,1
1,7,18,36,1,1,1,1,10,0,1,42.0,172,120,5,5,4,2,3,3,3,4,4,1,3.0,1.0,1.0,3.0,50000.0,3,4,1,2,1,2,1,4,2,23,1
1,2,4,11,2,1,1,1,11,40000,4,170.0,160,120,4,4,4,4,3,3,3,4,5,1,3.0,20.0,1.0,3.0,80000.0,3,3,1,2,3,2,2,3,2,40,1
1,2,4,11,2,1,1,1,5,9000,1,30.0,155,90,4,4,4,2,4,3,1,2,5,1,5.0,1.0,1.0,3.0,9000.0,2,2,1,2,1,2,1,4,2,20,0
1,7,18,34,1,1,1,1,6,25000,1,37.0,168,125,4,4,3,2,1,2,2,2,3,1,3.0,34.0,1.0,3.0,84000.0,3,2,1,2,3,3,2,4,2,52,1
1,1,1,3,1,1,-8,1,-8,-3,-8,100.0,177,165,-8,-8,-8,2,-8,-8,-8,-8,-8,1,-8.0,-3.0,-8.0,-8.0,-3.0,4,-8,-3,-8,3,-8,-8,-8,-8,44,0
1,4,7,15,2,1,1,2,11,60000,1,101.0,158,100,4,5,3,1,3,3,2,2,5,1,3.0,14.0,1.0,3.0,200000.0,4,2,1,1,3,3,1,3,2,35,1
1,15,42,73,2,1,1,1,4,20000,1,170.0,158,98,4,5,4,2,4,4,2,4,5,5,,,,,50000.0,3,3,1,2,3,2,2,4,2,58,1
2,31,88,133,1,1,1,1,4,30000,1,46.0,170,160,5,5,5,1,3,3,3,3,5,4,,,,,40000.0,2,3,1,2,3,3,2,3,2,61,1
2,2,3,10,2,1,1,3,1,5000,1,200.0,155,84,2,2,3,1,4,3,1,4,3,3,,,,,8000.0,4,3,1,2,3,2,1,4,2,58,1
2,31,89,134,2,1,1,1,4,5000,1,60.0,150,135,2,4,2,1,1,4,1,4,1,4,,,,,10000.0,3,2,1,2,3,3,1,4,2,47,0
1,31,86,129,1,1,1,1,3,8000,1,30.0,165,100,2,2,3,1,2,2,1,4,1,4,,,,,8000.0,2,2,1,2,3,3,2,3,4,63,1
1,19,57,92,1,1,1,1,4,9940000,1,105.0,174,160,4,4,3,1,3,2,4,4,4,1,3.0,6.0,1.0,3.0,50000.0,2,2,1,2,3,3,1,3,2,22,0
1,13,36,66,1,8,1,1,3,0,1,100.0,168,100,3,3,3,5,2,1,1,4,1,5,,,,,40000.0,3,1,1,2,3,3,2,4,4,62,0
1,18,51,84,2,1,1,1,4,10000,1,180.0,158,110,4,4,4,1,1,2,1,4,5,1,2.0,-1.0,1.0,4.0,30000.0,2,3,1,2,3,2,2,4,2,49,1
2,28,81,121,2,1,1,1,-8,5500,1,99.0,160,120,4,4,4,1,2,5,1,4,5,3,,,,,24500.0,2,3,1,2,3,2,2,3,2,67,1
1,2,2,9,2,8,1,1,4,25000,1,200.0,165,110,4,5,4,4,3,4,2,2,5,1,3.0,2.0,1.0,3.0,50000.0,3,2,1,2,3,2,1,4,2,38,1
1,31,88,133,2,1,1,1,6,10000,1,65.0,160,120,2,4,3,2,2,3,1,2,3,1,3.0,30.0,-8.0,-8.0,10000.0,2,2,-3,2,6,3,2,4,3,58,0
1,7,18,36,2,1,1,1,13,100000,1,90.0,163,140,5,5,4,2,3,4,3,4,7,1,4.0,7.0,1.0,2.0,150000.0,3,3,1,1,3,2,2,3,1,35,1
1,26,75,115,2,1,1,1,11,70000,1,90.0,162,85,4,4,3,2,2,5,3,3,7,1,3.0,2.0,2.0,3.0,170000.0,3,3,1,2,3,2,1,3,2,30,1
1,1,1,6,1,1,1,1,4,44400,1,79.0,168,130,4,4,4,5,2,2,2,4,5,5,,,,,88800.0,1,3,1,2,3,2,2,4,2,66,1
1,26,74,114,1,1,1,3,4,50000,1,110.0,170,130,5,5,5,1,4,3,2,4,4,1,6.0,10.0,1.0,4.0,50000.0,2,3,2,1,3,2,2,4,2,50,1
2,2,4,11,1,1,-8,1,3,2000,1,50.0,150,102,2,2,2,1,1,1,1,2,1,3,,,,,2000.0,3,2,1,2,3,3,2,2,2,41,0
1,19,57,91,1,1,0,6,6,20000,1,49.0,165,128,3,5,5,5,3,5,5,3,5,5,,,,,50000.0,2,2,2,2,3,3,1,4,3,54,1
1,10,25,47,1,1,1,1,6,100000,1,100.0,182,170,5,4,4,1,4,4,4,4,5,4,,,,,100000.0,3,3,2,1,3,2,1,4,2,40,1
1,16,47,79,1,1,1,1,1,20000,1,100.0,167,110,4,4,4,1,4,4,3,4,5,3,,,,,60000.0,1,3,1,2,3,2,2,4,2,61,1
1,1,1,4,2,1,1,1,6,24240,1,64.6,160,116,4,5,5,2,4,4,3,3,6,1,6.0,3.0,1.0,3.0,96240.0,3,3,1,2,3,3,2,3,3,40,1
1,16,45,76,1,1,1,1,3,55000,1,110.0,169,154,4,4,5,4,5,3,1,5,5,2,,,,,60000.0,6,3,1,2,3,2,3,2,1,50,0
1,10,27,50,2,1,1,1,4,10000,1,300.0,159,110,3,5,5,1,3,3,3,4,5,1,3.0,15.0,1.0,3.0,50000.0,3,3,1,2,3,3,2,3,2,37,1
